tuner,source,acc,f1,precision,recall
rs,mn_rb,0.41333333333333333,0.3933526349803459,0.40288834529635387,0.41333333333333333
rs,mn_rb,0.36,0.3329069859089766,0.3324264666135511,0.36
rs,mn_rb,0.44666666666666666,0.4290656238967125,0.43445565617981774,0.44666666666666666
rs,mn_rb,0.3466666666666667,0.31421766602340867,0.31198845250527724,0.3466666666666667
rs,mn_rb,0.3422222222222222,0.33008219118035503,0.3585054570458596,0.3422222222222222
gp,mn_rb,0.34,0.3262482429634004,0.3359374420358026,0.34
gp,mn_rb,0.3422222222222222,0.31744361923448233,0.32420013324241903,0.3422222222222222
gp,mn_rb,0.38,0.3374353734676872,0.3239967574013042,0.38
gp,mn_rb,0.36,0.31541616893546953,0.32420630141910334,0.36
gp,mn_rb,0.3288888888888889,0.309939291833476,0.32142656586911905,0.3288888888888889
gp,mn_rb,0.35777777777777775,0.3269746998081387,0.3350632230360253,0.35777777777777775
gp,mn_rb,0.39555555555555555,0.37574536050060436,0.4040993166518915,0.39555555555555555
gp,mn_rb,0.32,0.2919533068650431,0.34432238223019096,0.32
gp,mn_rb,0.3111111111111111,0.2837681348994841,0.276860615153551,0.3111111111111111
gp,mn_rb,0.37555555555555553,0.37038400850722775,0.37595320241148933,0.37555555555555553
gp,mn_rb,0.3688888888888889,0.32531950529551307,0.3203987116322565,0.3688888888888889
gp,mn_rb,0.36,0.3440846844212633,0.3488715390843283,0.36
gp,mn_rb,0.3622222222222222,0.3204085244068341,0.3021018409165533,0.3622222222222222
gp,mn_rb,0.34444444444444444,0.3153311327261309,0.3513525411027492,0.34444444444444444
gp,mn_rb,0.37333333333333335,0.3522130213380396,0.3533555871966919,0.37333333333333335
gp,mn_rb,0.32666666666666666,0.3004928181379846,0.30969733281290657,0.32666666666666666
gp,mn_rb,0.38222222222222224,0.34855230836190465,0.341645821389062,0.38222222222222224
gp,mn_rb,0.34444444444444444,0.29388035326438794,0.3674591315424208,0.34444444444444444
gp,mn_rb,0.35555555555555557,0.32698891696400423,0.33321648470209053,0.35555555555555557
gp,mn_rb,0.29555555555555557,0.24231355775433083,0.23827214729146845,0.29555555555555557
gp,mn_rb,0.33111111111111113,0.2908585622252325,0.2749987923986076,0.33111111111111113
gp,mn_rb,0.35777777777777775,0.3304932282751698,0.3323760541128684,0.35777777777777775
gp,mn_rb,0.3622222222222222,0.34213973184108026,0.34542164857142266,0.3622222222222222
gp,mn_rb,0.35333333333333333,0.3219609953249239,0.31934566329727615,0.35333333333333333
gp,mn_rb,0.32666666666666666,0.30067919941439053,0.3066400784219422,0.32666666666666666
gp,mn_rb,0.36444444444444446,0.33228327570243016,0.3392940437180305,0.36444444444444446
gp,mn_rb,0.3511111111111111,0.3073544009712552,0.29572654570900186,0.3511111111111111
gp,mn_rb,0.34,0.2977608577912517,0.3206869201715947,0.34
gp,mn_rb,0.38,0.34412150595695906,0.3497917284214508,0.38
gp,mn_rb,0.3111111111111111,0.2617796192246885,0.2521226089584039,0.3111111111111111
gp,mn_rb,0.36444444444444446,0.30892204703093656,0.28748231449877215,0.36444444444444446
gp,mn_rb,0.3488888888888889,0.3137610473429212,0.31251285536055495,0.3488888888888889
gp,mn_rb,0.3288888888888889,0.30141499688560874,0.3038339358352652,0.3288888888888889
hb,mn_rb,0.3288888888888889,0.2978339019489946,0.3035293029529647,0.3288888888888889
hb,mn_rb,0.35333333333333333,0.33877110939063504,0.37353482626489243,0.35333333333333333
hb,mn_rb,0.35555555555555557,0.3436154548332054,0.3909779874507486,0.35555555555555557
hb,mn_rb,0.35555555555555557,0.3490643641161096,0.3557803475599176,0.35555555555555557
hb,mn_rb,0.34444444444444444,0.32499805388427255,0.36656248961543403,0.34444444444444444
hb,mn_rb,0.3333333333333333,0.26838740192081484,0.2335370251757945,0.3333333333333333
hb,mn_rb,0.37555555555555553,0.3513606859148108,0.37568611187053974,0.37555555555555553
hb,mn_rb,0.36666666666666664,0.36161558484421097,0.38247281149319534,0.36666666666666664
hb,mn_rb,0.3488888888888889,0.3313794773905182,0.33935557960531976,0.3488888888888889
hb,mn_rb,0.35777777777777775,0.34101123780555626,0.35123440626083974,0.35777777777777775
hb,mn_rb,0.36444444444444446,0.34136087058833636,0.3457061012873105,0.36444444444444446
hb,mn_rb,0.3511111111111111,0.3367189264046959,0.37472660376585326,0.3511111111111111
hb,mn_rb,0.2822222222222222,0.24612128285166368,0.27282711051794073,0.2822222222222222
hb,mn_rb,0.3333333333333333,0.32829905132944515,0.374351575351697,0.3333333333333333
hb,mn_rb,0.32,0.3129995556178937,0.35904044755422426,0.32
hb,mn_rb,0.3888888888888889,0.3655368763004426,0.3838648786761532,0.3888888888888889
hb,mn_rb,0.3466666666666667,0.32863406264655964,0.34077495471554603,0.3466666666666667
hb,mn_rb,0.31777777777777777,0.2636212168503505,0.2788591255215537,0.31777777777777777
hb,mn_rb,0.33555555555555555,0.33129659625729824,0.35911631702721897,0.33555555555555555
hb,mn_rb,0.3088888888888889,0.29023634298506357,0.29936137966560733,0.3088888888888889
hb,mn_rb,0.36,0.3582822189084387,0.3663924288606142,0.36
hb,mn_rb,0.3688888888888889,0.34359641389801887,0.3746501632572553,0.3688888888888889
hb,mn_rb,0.3511111111111111,0.33668028709950115,0.35639385271696683,0.3511111111111111
hb,mn_rb,0.3244444444444444,0.29720769130719776,0.39340894367207724,0.3244444444444444
hb,mn_rb,0.3466666666666667,0.33015635044330677,0.336067205059529,0.3466666666666667
hb,mn_rb,0.3466666666666667,0.31118510169191294,0.3405566882519256,0.3466666666666667
hb,mn_rb,0.3333333333333333,0.3093114199121404,0.3454560881359508,0.3333333333333333
hb,mn_rb,0.3333333333333333,0.25876143224980963,0.2711592461639232,0.3333333333333333
hb,mn_rb,0.35333333333333333,0.33604944360846684,0.34272542072049456,0.35333333333333333
hb,mn_rb,0.30666666666666664,0.25532795138705455,0.2650700833908982,0.30666666666666664
hb,mn_rb,0.3933333333333333,0.37263571652799093,0.38327337293649355,0.3933333333333333
hb,mn_rb,0.31777777777777777,0.29571261033515095,0.29712045227536343,0.31777777777777777
hb,mn_rb,0.32,0.2811153951395226,0.2940672856642086,0.32
